sentence,label,split,len,twenty,fifty
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",1,"['Our', 'key', 'geographical', 'markets', 'are', 'Europe', ',', 'Russian', 'Federation', ',', 'Middle-East', ',', 'South-Africa', 'and', 'Japan', '.']",16,4,8
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1,"['The', 'company', 'designs', ',', 'manufactures', 'and', 'markets', 'advanced', 'composite', 'products', 'for', 'industrial', 'applications', 'and', 'consumer', 'goods', 'such', 'as', 'cross-country', ',', 'alpine', 'and', 'Nordic', 'Walking', 'poles', ',', 'floorball', 'sticks', 'and', 'antenna', 'radomes', '.']",32,7,16
The GyPSii mobile social networking application is available in China with both Chinese and English language support .,1,"['The', 'GyPSii', 'mobile', 'social', 'networking', 'application', 'is', 'available', 'in', 'China', 'with', 'both', 'Chinese', 'and', 'English', 'language', 'support', '.']",18,4,9
Their names have not yet been released .,1,"['Their', 'names', 'have', 'not', 'yet', 'been', 'released', '.']",8,2,4
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",1,"['Tampere', 'Science', 'Parks', 'is', 'a', 'Finnish', 'company', 'that', 'owns', ',', 'leases', 'and', 'builds', 'office', 'properties', 'and', 'it', 'specialises', 'in', 'facilities', 'for', 'technology-oriented', 'businesses', '.']",24,5,12
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,1,"['This', 'corresponds', 'to', '6.81', 'percent', 'of', 'Okmetic', ""'s"", 'share', 'capital', 'and', 'voting', 'rights', '.']",14,3,7
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,1,"['The', 'company', 'operates', 'power', 'plants', 'in', 'the', 'Tyumen', 'and', 'Chelyabinsk', 'regions', 'and', 'in', 'the', 'Khanty-Mansi', 'Autonomous', 'District', '.']",18,4,9
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",1,"['F-Secure', 'reported', 'that', ':', '-', 'The', 'first', 'half', 'of', '2008', 'has', 'seen', 'a', 'growing', 'number', 'of', 'targeted', 'malware', 'attacks', 'on', 'individuals', ',', 'companies', ',', 'and', 'organizations', '.']",27,6,14
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,1,"['The', 'volume', 'of', 'investments', 'in', 'the', 'two', 'phases', 'of', 'the', 'project', 'is', 'estimated', 'at', 'USD', '300mn', '(', 'EUR', '215.03', 'mn', ')', '.']",22,5,11
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",1,"['The', 'segments', 'through', 'which', 'the', 'company', 'operates', 'are', 'Frozen', 'Food', 'business', ',', 'Seafoods', ',', 'Vegetable', 'Oil', 'business', ',', 'Grain', 'Trading', 'and', 'Other', 'business', 'operations', '.']",25,5,13
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",1,"['Byline', ':', 'Tim', 'Moran', 'Cellular', 'phone', 'giant', 'Nokia', 'Corp.', 'is', 'offering', '$', '8.1', 'billion', 'for', 'digital', 'map', 'supplier', 'NAVTEQ', 'Corp.', ',', 'of', 'Chicago', '.']",24,5,12
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,1,"['BasWare', 'Order', 'Matching', 'automatically', 'matches', 'purchase', 'invoices', 'with', 'approved', 'purchase', 'orders', '.']",12,3,6
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",0,"['The', 'poorest', 'index', 'figure', 'was', 'given', 'to', 'Finnish', 'power', 'company', 'Fortum', ',', '4.5', '.']",14,3,7
"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",1,"['Outotec', 'is', 'currently', 'delivering', 'a', 'new', 'oil', 'shale', 'processing', 'plant', 'for', 'Eesti', 'Energia', 'in', 'Estonia', 'based', 'on', 'Enefit', 'technology', ',', 'which', 'has', 'been', 'developed', 'jointly', 'by', 'Eesti', 'Energia', 'and', 'Outotec', '.']",31,7,16
Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,1,"['Metsa-Botnia', 'will', 'sell', '82.1', '%', 'of', 'its', 'stake', 'in', 'the', 'Uruguayan', 'companies', 'and', 'Metsaliitto', '--', '5.5', '%', '.']",18,4,9
"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",1,"['As', 'with', 'other', 'stakeholders', ',', 'COMPTEL', 'has', 'been', 'involved', 'in', 'the', 'workshops', ',', 'meetings', 'and', 'filed', 'comments', 'on', 'the', 'issues', 'of', 'greatest', 'importance', 'to', 'the', 'competitive', 'sector', 'of', 'our', 'industry', '.']",31,7,16
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,0,"['The', 'net', 'sales', 'decreased', 'to', 'EUR', '49.8', 'million', 'from', 'EUR', '59.9', 'million', '.']",13,3,7
Nokian Tyres ' tyres are considered genuine winter tyres in Russia .,1,"['Nokian', 'Tyres', ""'"", 'tyres', 'are', 'considered', 'genuine', 'winter', 'tyres', 'in', 'Russia', '.']",12,3,6
Cision says the sale will return its U.K. operation to profitability .,2,"['Cision', 'says', 'the', 'sale', 'will', 'return', 'its', 'U.K.', 'operation', 'to', 'profitability', '.']",12,3,6
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",1,"['`', 'Nordea', ""'s"", 'definitely', 'too', 'big', 'for', 'Sampo', 'to', 'acquire', ',', ""'"", 'said', 'an', 'analyst', '`', 'But', 'Sampo', 'would', 'appear', 'to', 'have', 'an', 'agenda', 'for', 'Nordea', 'ahead', 'of', 'the', 'privatisation', '.']",31,7,16
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",2,"['``', 'I', ""'m"", 'pleased', 'to', 'receive', 'the', 'Nomination', 'Committee', ""'s"", 'request', 'and', 'confidence', ',', ""''"", 'says', 'Jon', 'Risfelt', '.']",19,4,10
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",2,"['In', 'the', 'third', 'quarter', ',', 'net', 'sales', 'increased', 'by', '12', '%', 'year-on-year', 'to', 'EUR', '159.5', 'million', ',', 'or', 'by', '6', '%', 'at', 'comparable', 'currency', 'rates', 'growth', '.']",27,6,14
In 2005 the bank posted a net profit of Lt 8.2 mn .,1,"['In', '2005', 'the', 'bank', 'posted', 'a', 'net', 'profit', 'of', 'Lt', '8.2', 'mn', '.']",13,3,7
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,0,"['Finnish', 'business', 'software', 'group', 'AffectoGenimap', 'Oyj', 'said', 'its', 'net', 'profit', 'halved', 'to', '1.2', 'mln', 'euro', '(', '$', '1.5', 'mln', ')', 'in', 'the', 'first', 'nine', 'months', 'of', '2006', 'from', '2.2', 'mln', 'euro', '(', '$', '2.8', 'mln', ')', 'in', 'the', 'same', 'period', 'of', '2005', '.']",43,9,22
"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .",2,"['``', 'Indo-Russia', 'trade', 'can', 'cross', 'the', 'targeted', '10', 'billion', 'dollars', 'by', '2010', 'and', 'double', 'to', '20', 'billion', 'dollars', 'by', '2015', ',', 'if', 'trade', 'irritants', 'and', 'procedural', 'hassles', 'are', 'resolved', ',', ""''"", 'the', 'chamber', 'said', 'in', 'its', 'survey', 'on', 'obstacles', 'to', 'trade', 'with', 'Russia', '.']",44,9,22
The ore body is sufficient to support anticipated production for at least 46 years .,1,"['The', 'ore', 'body', 'is', 'sufficient', 'to', 'support', 'anticipated', 'production', 'for', 'at', 'least', '46', 'years', '.']",15,3,8
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",1,"['Seventy-three', 'of', 'those', 'also', 'have', 'more', 'extensive', 'training', 'in', 'products', 'built', 'on', 'the', 'latest', 'ArchestrA', 'technologies', ',', 'such', 'as', 'the', 'Wonderware', 'System', 'Platform', '.']",24,5,12
The turbines are expected to be launched by the end of 2012 .,1,"['The', 'turbines', 'are', 'expected', 'to', 'be', 'launched', 'by', 'the', 'end', 'of', '2012', '.']",13,3,7
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",0,"['Nordic', 'banks', 'have', 'already', 'had', 'to', 'write', 'off', 'sizable', 'loans', 'in', 'Latvia', ',', 'with', 'Swedbank', ',', 'Nordea', ',', 'DnB', 'NOR', 'and', 'SEB', 'reporting', 'combined', 'losses', 'in', 'excess', 'of', '$', '1.35', 'billion', 'in', 'the', 'period', '2007', 'to', '2010', 'against', 'a', 'backdrop', 'of', 'near', 'economic', 'meltdown', 'in', 'Latvia', '.']",47,10,24
Almost two thirds of Olvi 's net sales come from outside Finland .,1,"['Almost', 'two', 'thirds', 'of', 'Olvi', ""'s"", 'net', 'sales', 'come', 'from', 'outside', 'Finland', '.']",13,3,7
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",1,"['Poyry', ""'s"", 'contract', 'includes', 'engineering', 'management', ',', 'civil', 'and', 'detail', 'engineering', 'services', ',', 'and', 'time', 'scheduling', 'and', 'procurement', 'services', '.']",20,4,10
Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .,2,"['Singapore', 'in', 'May', '2011', '1', 'July', '2010', '-', 'Finnish', 'air', 'carrier', 'Finnair', 'Oyj', '(', 'HEL', ':', 'FIA1S', ')', 'said', 'today', 'it', 'will', 'open', 'a', 'daily', 'route', 'to', 'Singapore', 'on', '30', 'May', '2011', 'as', 'part', 'of', 'its', 'growth', 'strategy', 'in', 'Asia', '.']",41,9,21
This wood lacquered clock comes with a stripy hand-crocheted cover .,1,"['This', 'wood', 'lacquered', 'clock', 'comes', 'with', 'a', 'stripy', 'hand-crocheted', 'cover', '.']",11,3,6
"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",1,"['I', 'can', 'say', 'categorically', ',', 'no', ',', ""'"", 'Wahlroos', 'was', 'quoted', 'as', 'saying', 'by', 'the', 'paper', ',', 'when', 'asked', 'about', 'Sampo', ""'s"", 'interest', 'in', 'making', 'a', 'bid', 'for', 'RSA', '.']",30,6,15
The order is related to renewing the network of the telecommunications operator .,1,"['The', 'order', 'is', 'related', 'to', 'renewing', 'the', 'network', 'of', 'the', 'telecommunications', 'operator', '.']",13,3,7
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,0,"['Operating', 'profit', 'decreased', 'to', 'EUR', '11.2', 'mn', 'from', 'EUR', '16.6', 'mn', '.']",12,3,6
Saunalahti is a part of the Elisa group .,1,"['Saunalahti', 'is', 'a', 'part', 'of', 'the', 'Elisa', 'group', '.']",9,2,5
Financial terms were n't disclosed .,1,"['Financial', 'terms', 'were', ""n't"", 'disclosed', '.']",6,2,3
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",2,"['Rinkuskiai', 'raised', 'the', 'sales', 'by', '18.1', 'percent', ',', 'to', '1.37', 'million', 'liters', ',', 'while', 'the', 'sales', 'of', 'Kauno', 'Alus', 'grew', 'by', '14.3', 'percent', ',', 'to', '960,000', 'liters', '.']",28,6,14
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,1,"['The', 'Extraordinary', 'General', 'Meeting', 'is', 'expected', 'to', 'take', 'place', 'no', 'later', 'than', '18', 'February', '2011', '.']",16,4,8
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",2,"['As', 'a', 'result', ',', 'the', 'distribution', 'companies', 'will', 'start', 'to', 'distribute', ',', 'in', 'addition', 'to', 'their', 'current', 'product', 'offering', ',', 'Shimano', 'reels', ',', 'rods', 'and', 'other', 'Shimano', 'fishing', 'tackle', 'products', 'on', 'an', 'exclusive', 'basis', '.']",35,7,18
Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,1,"['Aspocomp', 'intends', 'to', 'set', 'up', 'a', 'plant', 'to', 'manufacture', 'printed', 'circuit', 'boards', 'with', 'an', 'investment', 'of', 'Rs310', 'crore', '.']",19,4,10
"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",2,"['Mobile', 'phone', 'shipments', 'jumped', '26', 'percent', 'to', 'almost', '112', 'million', 'units', ',', 'while', 'Finnish', 'company', ""'s"", 'global', 'market', 'share', 'rose', 'to', '39', 'percent', 'from', '36', 'percent', '.']",27,6,14
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",1,"['The', 'divested', 'company', 'is', 'part', 'of', 'TietoEnator', ""'s"", 'business', 'area', 'Government', ',', 'Manufacturing', '&', 'Retail', '.']",16,4,8
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",0,"['Many', 'of', 'the', 'commercial', 'vessels', 'had', 'got', 'stuck', 'in', 'the', 'narrow', 'Bay', 'of', 'Bothnia', ',', 'where', 'the', 'ice', 'is', 'thicker', ',', 'and', 'around', 'the', 'Aaland', 'islands', '.']",27,6,14
Componenta will also offer a five-year subordinated loan for subscription by the public .,1,"['Componenta', 'will', 'also', 'offer', 'a', 'five-year', 'subordinated', 'loan', 'for', 'subscription', 'by', 'the', 'public', '.']",14,3,7
UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,2,"['UPM-Kymmene', 'is', 'working', 'closely', 'with', 'its', 'shipping', 'agents', 'to', 'reduce', 'fuel', 'consumption', 'and', 'greenhouse', 'gas', 'emissions', '.']",17,4,9
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",1,"['Since', 'the', 'registration', 'of', 'the', 'shares', 'subscribed', 'in', 'a', 'directed', 'share', 'issue', ',', 'the', 'new', 'number', 'of', 'Panostaja', 'shares', 'and', 'voting', 'rights', 'is', '41,733,110', '.']",25,5,13
"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",1,"['The', 'Finnish', 'business', 'delegation', 'includes', 'representatives', 'from', 'over', '20', 'companies', 'that', 'include', 'Nokia', 'Corp', ',', 'Finnfund', ',', 'Outokumpu', 'Oyj', ',', 'OKO', 'Bank', ',', 'Alteams', 'Oy', 'and', 'Cargotec', 'Corp.', '.']",29,6,15
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",2,"['Operating', 'profit', 'of', 'Kauppalehti', 'group', 'rose', 'to', 'EUR', '1.5', 'mn', 'from', 'EUR', '1.3', 'mn', ',', 'and', 'that', 'of', 'Marketplaces', 'to', 'EUR', '1.3', 'mn', 'from', 'EUR', '1.0', 'mn', 'in', 'the', 'third', 'quarter', 'of', '2006', '.']",34,7,17
